BBL ,Boro,Block,Lot,Last Block Digit,E,BC,TC,Building Count,DOF Gross Square Footage ,Street Number ,Street Name ,Borough ,Zip Code,NYCHA ,"Multiple Buildings less than 100,000 with one of the buildings on the tax lot greater than 25,000 GSF",Full Address
4002150001,4,215,1,5, ,F1,4,1,"72,000",38-01,43 AVENUE,Queens ,11101,,,38-01 43 AVENUE
4002190009,4,219,9,9, ,O6,4,1,"152,415",38-01,QUEENS BLVD.,Queens ,11101,,,38-01 QUEENS BLVD.
4002200009,4,220,9,0, ,I9,4,1,"54,790",37-11,QUEENS BLVD.,Queens ,11101,,,37-11 QUEENS BLVD.
4002230001,4,223,1,3, ,E7,4,2,"120,640",38-01,47TH AVE.,Queens ,11101,,,38-01 47TH AVE.
4002240022,4,224,22,4, ,K4,4,1,"73,643",37-02,QUEENS BLVD.,Queens ,11101,,,37-02 QUEENS BLVD.
4002300001,4,230,1,0, ,E9,4,1,"103,500",47-36,36TH ST.,Queens ,11101,,,47-36 36TH ST.
4002320018,4,232,18,2, ,D1,2,1,"73,681",48-50,38TH ST.,Queens ,11101,,,48-50 38TH ST.
4002360066,4,236,66,6, ,D1,2,1,"100,528",48-50,37TH ST.,Queens ,11101,,,48-50 37TH ST.
4002370001,4,237,1,7, ,E1,4,1,"256,000",48-49,35TH ST.,Queens ,11101,,,48-49 35TH ST.
4002390049,4,239,49,9, ,O5,4,2,"225,805",29-76,NORTHERN BLVD.,Queens ,11101,,,29-76 NORTHERN BLVD.
4002390060,4,239,60,9, ,O6,4,1,"246,835",30-30,NORTHERN BLVD.,Queens ,11101,,,30-30 NORTHERN BLVD.
4002390098,4,239,98,9, ,E7,4,1,"133,512",30-36,NORTHERN BOULEVARD,Queens ,11101,,,30-36 NORTHERN BOULEVARD
4002390111,4,239,111,9, ,E7,4,1,"245,397",32-04,NORTHERN BLVD.,Queens ,11101,,,32-04 NORTHERN BLVD.
4002397501,4,239,7501,9, ,R0,2,1,"517,632",29-22,NORTHERN BLVD.,Queens ,11101,,,29-22 NORTHERN BLVD.
4002397502,4,239,7502,9, ,R0,2,1,"261,847",31-08,NORTHERN BLVD,Queens ,11101,,,31-08 NORTHERN BLVD
4002410001,4,241,1,1, ,O5,4,1,"89,315",33-02,SKILLMAN AVE.,Queens ,11101,,,33-02 SKILLMAN AVE.
4002420009,4,242,9,2, ,E1,4,9,"149,121",34-09,QUEENS BLVD.,Queens ,11101,,,34-09 QUEENS BLVD.
4002430035,4,243,35,3, ,F1,4,1,"51,918",43-20,34TH ST.,Queens ,11101,,,43-20 34TH ST.
4002440050,4,244,50,4, ,H3,4,1,"102,666",32-45,QUEENS BLVD.,Queens ,11101,,,32-45 QUEENS BLVD.
4002450009,4,245,9,5, ,F9,4,1,"301,000",32-07,QUEENS BOULEVARD,Queens ,11101,,,32-07 QUEENS BOULEVARD
4002460001,4,246,1,6, ,E1,4,1,"193,822",34-11,47TH AVE.,Queens ,11101,,,34-11 47TH AVE.
4002470018,4,247,18,7, ,E1,4,1,"70,000",45-11,33RD ST.,Queens ,11101,,,45-11 33RD ST.
4002480001,4,248,1,8, ,E9,4,1,"70,000",32-33,47TH AVE.,Queens ,11101,,,32-33 47TH AVE.
4002480015,4,248,15,8, ,E9,4,1,"133,000",45-20,33RD ST.,Queens ,11101,,,45-20 33RD ST.
4002497501,4,249,7501,9, ,R0,2,1,"376,927",32-02,QUEENS BLVD.,Queens ,11101,,,32-02 QUEENS BLVD.
4002500001,4,250,1,0, ,E1,4,1,"322,390",4725,34TH ST.,Queens ,11101,,,4725 34TH ST.
4002510001,4,251,1,1, ,F1,4,1,"91,100",47-51,33RD ST.,Queens ,11101,,,47-51 33RD ST.
4002510015,4,251,15,1, ,E1,4,1,"99,828",47-15,33RD ST.,Queens ,11101,,,47-15 33RD ST.
4002520001,4,252,1,2, ,F1,4,1,"206,000",32-35,48TH AVE.,Queens ,11101,,,32-35 48TH AVE.
4002520018,4,252,18,2, ,F1,4,1,"184,400",32-36,47 AVENUE,Queens ,11101,,,32-36 47 AVENUE
4002530001,4,253,1,3, ,E9,4,1,"108,000",47-36,VAN DAM STREET,Queens ,11101,,,47-36 VAN DAM STREET
4002530017,4,253,17,3, ,K4,4,1,"71,276",47-14,32ND PL.,Queens ,11101,,,47-14 32ND PL.
4002550001,4,255,1,5, ,F2,4,1,"58,400",33-01,HUNTERS POINT AVE.,Queens ,11101,,,33-01 HUNTERS POINT AVE.
4002550016,4,255,16,5, ,O5,4,1,"75,000",48-40,34TH ST.,Queens ,11101,,,48-40 34TH ST.
4002550023,4,255,23,5, ,F9,4,1,"120,720",33-02,48TH AVE.,Queens ,11101,,,33-02 48TH AVE.
4002560021,4,256,21,6, ,F1,4,1,"65,500",34-24,HUNTERS POINT AVE.,Queens ,11101,,,34-24 HUNTERS POINT AVE.
4002630009,4,263,9,3, ,D6,2,1,"512,815",30-02,QUEENS BOULEVARD,Queens ,11101,,,30-02 QUEENS BOULEVARD
4002640001,4,264,1,4, ,D6,2,1,"519,182",28-02,JACKSON AVE.,Queens ,11101,,,28-02 JACKSON AVE.
4002640017,4,264,17,4, ,D6,2,2,"548,716",28-30,JACKSON AVE.,Queens ,11101,,,28-30 JACKSON AVE.
4002660003,4,266,3,6, ,D6,2,2,"710,860",43-22,QUEENS ST.,Queens ,11101,,,43-22 QUEENS ST.
4002670009,4,267,9,7, ,D8,2,1,"259,805",44-41,PURVES ST.,Queens ,11101,,,44-41 PURVES ST.
4002677501,4,267,7501,7, ,R0,2,1,"64,957",44-27,PURVES ST.,Queens ,11101,,,44-27 PURVES ST.
4002677503,4,267,7503,7, ,R0,2,1,"53,696",44-15,PURVES ST.,Queens ,11101,,,44-15 PURVES ST.
4002680001,4,268,1,8, ,D6,2,2,"275,731",4430,PURVES STREET,Queens ,11101,,,4430 PURVES STREET
4002680008,4,268,8,8, ,D6,2,1,"142,849",27-19,44TH DR.,Queens ,11101,,,27-19 44TH DR.
4002680015,4,268,15,8, ,D6,2,1,"79,897",26-14,JACKSON AVE.,Queens ,11101,,,26-14 JACKSON AVE.
4002687501,4,268,7501,8, ,R0,2,1,"117,420",27-21,44TH DR.,Queens ,11101,,,27-21 44TH DR.
4002740001,4,274,1,4, ,W3,4,1,"425,300",30-20,THOMSON AVE.,Queens ,11101,,,30-20 THOMSON AVE.
4002750023,4,275,23,5, ,E1,4,1,"52,196",30-35,THOMSON AVE.,Queens ,11101,,,30-35 THOMSON AVE.
4002757501,4,275,7501,5, ,R0,2,1,"136,311",31-11,THOMSON AVE.,Queens ,11101,,,31-11 THOMSON AVE.
4002770001,4,277,1,7, ,O5,4,1,"625,000",30-30,THOMSON AVE.,Queens ,11101,,,30-30 THOMSON AVE.
4002810001,4,281,1,1, ,O5,4,1,"573,224",31-02,47 AVENUE,Queens ,11101,,,31-02 47 AVENUE
4002820001,4,282,1,2, ,O6,4,1,"1,182,826",47-07,30TH PL.,Queens ,11101,,,47-07 30TH PL.
4002830001,4,283,1,3, ,E1,4,1,"67,690",30-15,48TH AVE.,Queens ,11101,,,30-15 48TH AVE.
4002840001,4,284,1,4, ,K4,4,1,"53,800",48-18,VAN DAM ST.,Queens ,11101,,,48-18 VAN DAM ST.
4002850001,4,285,1,5, ,E1,4,1,"68,150",31-10,48TH AVE.,Queens ,11101,,,31-10 48TH AVE.
4002860001,4,286,1,6, ,E9,4,1,"58,992",30-40,48TH AVE.,Queens ,11101,,,30-40 48TH AVE.
4002870011,4,287,11,7, ,O5,4,1,"141,436",48-02,30 PLACE,Queens ,11101,,,48-02 30 PLACE
4002880056,4,288,56,8, ,E7,4,1,"56,561",49-20,VAN DAM ST.,Queens ,11101,,,49-20 VAN DAM ST.
4002890001,4,289,1,9, ,F9,4,1,"64,875",49-47,31ST ST.,Queens ,11101,,,49-47 31ST ST.
4002890021,4,289,21,9, ,O9,4,1,"51,606",49-27,31 STREET,Queens ,11101,,,49-27 31 STREET
4002900025,4,290,25,0, ,E1,4,1,"113,626",49-29,30TH PL.,Queens ,11101,,,49-29 30TH PL.
4002910015,4,291,15,1, ,E1,4,1,"122,000",49-49,30TH ST.,Queens ,11101,,,49-49 30TH ST.
4002920001,4,292,1,2, ,E1,4,1,"73,313",29-01,BORDEN AVE.,Queens ,11101,,,29-01 BORDEN AVE.
4002920027,4,292,27,2, ,E1,4,1,"67,097",29-10,HUNTERS POINT AVE.,Queens ,11101,,,29-10 HUNTERS POINT AVE.
4002940150,4,294,150,4, ,E7,4,3,"146,860",29-00,REVIEW AVE.,Queens ,11101,,,29-00 REVIEW AVE.
4002940173,4,294,173,4, ,F4,4,1,"154,100",30-02,REVIEW AVENUE,Queens ,11101,,,30-02 REVIEW AVENUE
4002940200,4,294,200,4, ,E9,4,1,"89,615",30-60,REVIEW AVE.,Queens ,11101,,,30-60 REVIEW AVE.
4002950001,4,295,1,5, ,E7,4,1,"143,700",29-01,REVIEW AVENUE,Queens ,11101,,,29-01 REVIEW AVENUE
4002950035,4,295,35,5, ,E9,4,1,"96,000",30-01,REVIEW AVE.,Queens ,11101,,,30-01 REVIEW AVE.
4002950052,4,295,52,5, ,E7,4,1,"145,400",30-28,STARR AVE.,Queens ,11101,,,30-28 STARR AVE.
4002970001,4,297,1,7, ,E9,4,3,"139,837",34-35,REVIEW AVE.,Queens ,11101,,,34-35 REVIEW AVE.
4003010024,4,301,24,1, ,H9,4,2,"104,875",52-16,34TH ST.,Queens ,11101,,,52-16 34TH ST.
4003020006,4,302,6,2, ,H3,4,1,"67,223",52-34,VAN DAM ST.,Queens ,11101,,,52-34 VAN DAM ST.
4003120089,4,312,89,2, ,E1,4,1,"302,677",38-20,REVIEW AVE.,Queens ,11101,,,38-20 REVIEW AVE.
4003120315,4,312,315,2, ,F5,4,1,"90,400",39-14,REVIEW AVE.,Queens ,11101,,,39-14 REVIEW AVE.
4003120330,4,312,330,2, ,F9,4,1,"50,400",39-30,REVIEW AVE.,Queens ,11101,,,39-30 REVIEW AVE.
4003130001,4,313,1,3, ,K8,4,1,"113,146",33-26,VERNON BOULEVARD,Queens ,11106,,,33-26 VERNON BOULEVARD
4003220112,4,322,112,2, ,D3,2,1,"394,803",34-46,VERNON BLVD.,Queens ,11106,,,34-46 VERNON BLVD.
4003220118,4,322,118,2, ,E9,4,1,"135,400",34-24,VERNON BLVD.,Queens ,11106,,,34-24 VERNON BLVD.
4003290018,4,329,18,9, ,F5,4,1,"102,670",35-11,9TH ST.,Queens ,11106,,,35-11 9TH ST.
4003320002,4,332,2,2, ,D1,2,12,"499,525",18598,35TH AVE.,Queens ,11106,Y ,,18598 35TH AVE.
4003350002,4,335,2,5, ,D1,2,12,"502,525",35-53,35 AVENUE,Queens ,11106,Y ,,35-53 35 AVENUE
4003417501,4,341,7501,1, ,R0,2,1,"72,904",35-40,30TH ST.,Queens ,11106,,,35-40 30TH ST.
4003420024,4,342,24,2, ,D7,2,1,"61,000",36-06,30TH ST.,Queens ,11106,,,36-06 30TH ST.
4003420018,4,342,18,2, ,D7,2,1,"70,000",29-02,36TH AVE.,Queens ,11106,,,29-02 36TH AVE.
4003430024,4,343,24,3, ,D1,2,1,"78,660",28-20,36 AVENUE,Queens ,11106,,,28-20 36 AVENUE
4003590021,4,359,21,9, ,H3,4,1,"113,418",37-02,10 STREET,Queens ,11101,,,37-02 10 STREET
4003650001,4,365,1,5, ,G9,4,1,"57,755",22-11,38TH AVE.,Queens ,11101,,,22-11 38TH AVE.
4003660001,4,366,1,6, ,O2,4,3,"113,320",37-24,24TH ST.,Queens ,11101,,,37-24 24TH ST.
4003677501,4,367,7501,7, ,R0,2,1,"88,559",37-10,CRESCENT ST.,Queens ,11101,,,37-10 CRESCENT ST.
4003720107,4,372,107,2, ,D6,2,1,"209,426",37-05,30TH ST.,Queens ,11101,,,37-05 30TH ST.
4003730012,4,373,12,3, ,D6,2,1,"123,820",37-21,31ST ST.,Queens ,11101,,,37-21 31ST ST.
4003730021,4,373,21,3, ,O2,4,1,"95,355",31-10,37TH AVE.,Queens ,11101,,,31-10 37TH AVE.
4003740012,4,374,12,4, ,D6,2,1,"97,106",37-21,32ND ST.,Queens ,11101,,,37-21 32ND ST.
4003750033,4,375,33,5, ,D3,2,1,"65,915",33-01,38TH AVE.,Queens ,11101,,,33-01 38TH AVE.
4003757501,4,375,7501,5, ,R0,2,1,"109,564",37-14,34TH ST.,Queens ,11101,,,37-14 34TH ST.
4003760001,4,376,1,6, ,O5,4,1,"218,000",34-01,38TH AVE.,Queens ,11101,,,34-01 38TH AVE.
4003770013,4,377,13,7, ,H9,4,1,"80,200",35-02,37 AVENUE,Queens ,11101,,,35-02 37 AVENUE
4003777501,4,377,7501,7, ,R0,2,1,"130,387",37-14,36 STREET,Queens ,11101,,,37-14 36 STREET
4003870031,4,387,31,7, ,H3,4,1,"66,018",38-26,27 STREET,Queens ,11101,,,38-26 27 STREET
4003920010,4,392,10,2, ,E7,4,1,"87,340",39-25,21ST ST.,Queens ,11101,,,39-25 21ST ST.
4003990017,4,399,17,9, ,H2,4,1,"63,839",39-05,29TH ST.,Queens ,11101,,,39-05 29TH ST.
4003990022,4,399,22,9, ,HS,4,1,"63,648",29-14,39 AVENUE,Queens ,11101,,,29-14 39 AVENUE
4003990034,4,399,34,9, ,D6,2,1,"95,634",39-40,30TH ST.,Queens ,11101,,,39-40 30TH ST.
4004007501,4,400,7501,0, ,R0,2,1,"431,250",30-02,39TH AVENUE,Queens ,11101,,,30-02 39TH AVENUE
4004020001,4,402,1,2, ,E7,4,2,"109,499",30-19,NORTHERN BOULEVARD,Queens ,11101,,,30-19 NORTHERN BOULEVARD
4004020012,4,402,12,2, ,H3,4,1,"72,108",29-27,40TH RD.,Queens ,11101,,,29-27 40TH RD.
4004020025,4,402,25,2, ,H9,4,1,"56,156",40-03,29TH ST.,Queens ,11101,,,40-03 29TH ST.
4004030003,4,403,3,3, ,D6,2,1,"882,579",0,NORTHERN BOULEVARD,Queens ,0,,,0 NORTHERN BOULEVARD
4004067501,4,406,7501,6, ,R0,2,1,"71,413",40-05,CRESCENT STREET,Queens ,11101,,,40-05 CRESCENT STREET
4004070037,4,407,37,7, ,H3,4,1,"58,749",40-34,CRESCENT ST.,Queens ,11101,,,40-34 CRESCENT ST.
4004090001,4,409,1,9, ,E1,4,1,"112,000",22-19,41ST AVE.,Queens ,11101,,,22-19 41ST AVE.
4004100038,4,410,38,0, ,F1,4,1,"81,000",40-36,22ND ST.,Queens ,11101,,,40-36 22ND ST.
4004100046,4,410,46,0, ,F1,4,1,"91,145",21-05,41ST AVE.,Queens ,11101,,,21-05 41ST AVE.
4004100009,4,410,9,0, ,F1,4,1,"73,374",40-29,21 STREET,Queens ,11101,,,40-29 21 STREET
4004100019,4,410,19,0, ,F1,4,1,"52,000",21-02,40 AVENUE,Queens ,11101,,,21-02 40 AVENUE
4004110001,4,411,1,1, ,E1,4,1,"162,572",21-15,21 STREET,Queens ,11105,,,21-15 21 STREET
4004110031,4,411,31,1, ,F1,4,1,"53,225",41-02,22 STREET,Queens ,11101,,,41-02 22 STREET
4004110010,4,411,10,1, ,E1,4,1,"115,029",41-54,22ND ST.,Queens ,11101,,,41-54 22ND ST.
4004130002,4,413,2,3, ,D6,2,1,"395,000",41-42,24TH ST.,Queens ,11101,,,41-42 24TH ST.
4004130016,4,413,16,3, ,D3,2,1,"59,237",41-15,23RD ST.,Queens ,11101,,,41-15 23RD ST.
4004130032,4,413,32,3, ,D3,2,1,"79,167",41-22,24TH ST.,Queens ,11101,,,41-22 24TH ST.
4004137501,4,413,7501,3, ,R0,2,1,"158,821",23-10,41ST AVE.,Queens ,11101,,,23-10 41ST AVE.
4004140035,4,414,35,4, ,D7,2,1,"64,029",41-18,CRESCENT ST.,Queens ,11101,,,41-18 CRESCENT ST.
4004140041,4,414,41,4, ,D7,2,1,"124,500",41-34,CRESCENT ST.,Queens ,11101,,,41-34 CRESCENT ST.
4004147501,4,414,7501,4, ,R0,2,1,"65,710",24-15,QUEENS PLZ. N.,Queens ,11101,,,24-15 QUEENS PLZ. N.
4004140121,4,414,121,4, ,D9,2,1,"76,000",41-24,24TH ST.,Queens ,11101,,,41-24 24TH ST.
4004140117,4,414,117,4, ,D3,2,1,"69,260",41-29,24TH ST.,Queens ,11101,,,41-29 24TH ST.
4004157501,4,415,7501,5, ,R0,2,1,"86,661",41-26,27TH ST.,Queens ,11101,,,41-26 27TH ST.
4004157502,4,415,7502,5, ,R0,2,1,"123,626",41-23,CRESCENT STREET,Queens ,11101,,,41-23 CRESCENT STREET
4004160010,4,416,10,6, ,O3,4,1,"337,400",27-01,QUEENS PLZ. N.,Queens ,11101,,,27-01 QUEENS PLZ. N.
4004160021,4,416,21,6, ,O6,4,1,"251,812",41-21,27 STREET,Queens ,11101,,,41-21 27 STREET
4004170003,4,417,3,7, ,D6,2,1,"152,840",41-21,28TH ST.,Queens ,11101,,,41-21 28TH ST.
4004180014,4,418,14,8, ,D6,2,1,"96,456",41-15,29 STREET,Queens ,11101,,,41-15 29 STREET
4004180019,4,418,19,8, ,D7,2,1,"91,114",41-05,29 STREET,Queens ,11101,,,41-05 29 STREET
4004180024,4,418,24,8, ,H9,4,1,"85,140",29-21,41 AVENUE,Queens ,11101,,,29-21 41 AVENUE
4004187501,4,418,7501,8, ,R0,2,1,"203,184",29-11,QUEENS PLZ. N.,Queens ,11101,,,29-11 QUEENS PLZ. N.
4004200001,4,420,1,0, ,O4,4,1,"1,143,631",28-10,QUEENS PLZ. S.,Queens ,11101,,,28-10 QUEENS PLZ. S.
4004207501,4,420,7501,0, ,R0,2,1,"543,946",42-01,28 STREET,Queens ,11101,,,42-01 28 STREET
4004220001,4,422,1,2, ,D3,2,1,"137,771",42-25,27TH ST.,Queens ,11101,,,42-25 27TH ST.
4004220007,4,422,7,2, ,D6,2,1,"475,485",42-12,28TH ST.,Queens ,11101,,,42-12 28TH ST.
4004227501,4,422,7501,2, ,R0,2,1,"232,523",2717,42ND RD.,Queens ,11101,,,2717 42ND RD.
4004230005,4,423,5,3, ,D7,2,1,"110,743",42-15,CRESCENT ST.,Queens ,11101,,,42-15 CRESCENT ST.
4004230025,4,423,25,3, ,D6,2,1,"143,713",42-10,27TH ST.,Queens ,11101,,,42-10 27TH ST.
4004230029,4,423,29,3, ,D6,2,1,"141,077",42-22,27 STREET,Queens ,11101,,,42-22 27 STREET
4004240001,4,424,1,4, ,W4,4,1,"74,105",24-02,QUEENS PLZ. S.,Queens ,11101,,,24-02 QUEENS PLZ. S.
4004247501,4,424,7501,4, ,R0,2,1,"110,626",24-16,QUEENS PLZ. S.,Queens ,11101,,,24-16 QUEENS PLZ. S.
4004250001,4,425,1,5, ,D6,2,1,"390,824",23-01,42 ROAD,Queens ,11101,,,23-01 42 ROAD
4004250005,4,425,5,5, ,F2,4,1,"108,000",23-10,QUEENS PLAZA SOUTH,Queens ,11101,,,23-10 QUEENS PLAZA SOUTH
4004260001,4,426,1,6, ,O5,4,1,"61,460",22-15,43RD AVE.,Queens ,11101,,,22-15 43RD AVE.
4004270027,4,427,27,7, ,J6,4,1,"135,000",42-25,21ST ST.,Queens ,11101,,,42-25 21ST ST.
4004270060,4,427,60,7, ,J6,4,1,"80,000",42-02,22 STREET,Queens ,11101,,,42-02 22 STREET
4004280019,4,428,19,8, ,D7,2,1,"229,971",23-10,42 ROAD,Queens ,11101,,,23-10 42 ROAD
4004290003,4,429,3,9, ,E1,4,1,"76,000",42-61,24TH ST.,Queens ,11101,,,42-61 24TH ST.
4004307501,4,430,7501,0, ,R0,2,1,"99,717",25-19,43 AVENUE,Queens ,11101,,,25-19 43 AVENUE
4004320003,4,432,3,2, ,D6,2,1,"82,931",27-49,JACKSON AVE.,Queens ,11101,,,27-49 JACKSON AVE.
4004320005,4,432,5,2, ,H2,4,1,"73,643",27-45,JACKSON AVE.,Queens ,11101,,,27-45 JACKSON AVE.
4004320008,4,432,8,2, ,O5,4,1,"78,500",27-35,JACKSON AVE.,Queens ,11101,,,27-35 JACKSON AVE.
4004320021,4,432,21,2, ,D6,2,1,"175,796",27-01,JACKSON AVENUE,Queens ,11101,,,27-01 JACKSON AVENUE
4004320025,4,432,25,2, ,H2,4,1,"55,988",27-03,43 AVENUE,Queens ,11101,,,27-03 43 AVENUE
4004337501,4,433,7501,3, ,R0,2,1,"954,578",43-25,HUNTER ST.,Queens ,11101,,,43-25 HUNTER ST.
4004340016,4,434,16,4, ,D6,2,1,"113,555",43-08,HUNTER STREET,Queens ,11101,,,43-08 HUNTER STREET
4004350001,4,435,1,5, ,O3,4,1,"274,433",24-01,44TH RD.,Queens ,11101,,,24-01 44TH RD.
4004350013,4,435,13,5, ,D6,2,1,"731,391",43-10,CRESCENT ST.,Queens ,11101,,,43-10 CRESCENT ST.
4004360021,4,436,21,6, ,O2,4,1,"97,650",23-10,43RD AVE.,Queens ,11101,,,23-10 43RD AVE.
4004377501,4,437,7501,7, ,R0,2,1,"524,274",23-21,44 DRIVE,Queens ,11101,,,23-21 44 DRIVE
4004377502,4,437,7502,7, ,R0,2,1,"961,933",23-15,44TH DRIVE,Queens ,11101,,,23-15 44TH DRIVE
4004387501,4,438,7501,8, ,R0,2,1,"72,449",21-45,44TH DR.,Queens ,11101,,,21-45 44TH DR.
4004390002,4,439,2,9, ,F1,4,1,"57,820",21-30,44 ROAD,Queens ,11101,,,21-30 44 ROAD
4004390014,4,439,14,9, ,E9,4,1,"84,000",44-01,21ST ST.,Queens ,11101,,,44-01 21ST ST.
4004390039,4,439,39,9, ,O9,4,1,"67,482",44-02,23RD ST.,Queens ,11101,,,44-02 23RD ST.
4004400001,4,440,1,0, ,O6,4,1,"151,180",43-10,23RD ST.,Queens ,11101,,,43-10 23RD ST.
4004400008,4,440,8,0, ,O5,4,1,"180,000",43-01,22ND ST.,Queens ,11101,,,43-01 22ND ST.
4004410016,4,441,16,1, ,O2,4,1,"124,000",21-16,43 AVENUE,Queens ,11101,,,21-16 43 AVENUE
4004430014,4,443,14,3, ,E1,4,1,"112,447",45272,43 AVENUE,Queens ,11101,,,45272 43 AVENUE
4004477501,4,447,7501,7,,R0,2,1,"50,917",45235,44TH DRIVE,Queens ,11101,,,45235 44TH DRIVE
4004490013,4,449,13,9, ,F1,4,1,"120,570",44-02,11TH ST.,Queens ,11101,,,44-02 11TH ST.
4004510001,4,451,1,1, ,O5,4,1,"86,360",45190,44 ROAD,Queens ,11101,,,45190 44 ROAD
4004530023,4,453,23,3, ,F9,4,1,"57,500",43-50,11TH ST.,Queens ,11101,,,43-50 11TH ST.
4004610016,4,461,16,1, ,F1,4,2,"105,000",42-11,QUEENS PLAZA SOUTH,Queens ,11101,,,42-11 QUEENS PLAZA SOUTH
4004650100,4,465,100,5, ,D7,2,15,"353,000",41-01,10TH ST.,Queens ,11101,Y ,,41-01 10TH ST.
4004650001,4,465,1,5, ,D1,2,25,"774,036",41-01,VERNON BLVD.,Queens ,11101,Y ,,41-01 VERNON BLVD.
4004700100,4,470,100,0, ,D7,2,10,"354,750",40-01,10TH ST.,Queens ,11101,Y ,,40-01 10TH ST.
4004700001,4,470,1,0, ,D1,2,12,"362,400",40-01,VERNON BLVD.,Queens ,11101,Y ,,40-01 VERNON BLVD.
4004700200,4,470,200,0, ,D1,2,12,"362,400",40-01,12TH ST.,Queens ,11101,Y ,,40-01 12TH ST.
4004720635,4,472,635,2, ,H9,4,1,"58,960",38-59,12TH ST.,Queens ,11101,,,38-59 12TH ST.
4004730553,4,473,553,3, ,H3,4,1,"58,508",38-75,11 STREET,Queens ,11101,,,38-75 11 STREET
4004730618,4,473,618,3, ,H2,4,1,"93,160",38-70,12TH ST.,Queens ,11101,,,38-70 12TH ST.
4004730559,4,473,559,3, ,H2,4,1,"182,685",38-59,11TH ST.,Queens ,11101,,,38-59 11TH ST.
4004740031,4,474,31,4, ,H3,4,1,"59,261",38-11,10TH ST.,Queens ,11101,,,38-11 10TH ST.
4004740048,4,474,48,4, ,H3,4,1,"69,045",38-42,11TH ST.,Queens ,11101,,,38-42 11TH ST.
4004750019,4,475,19,5, ,H3,4,1,"155,672",38-37,9 STREET,Queens ,11101,,,38-37 9 STREET
4004750026,4,475,26,5, ,H3,4,1,"87,763",38-21,9TH ST.,Queens ,11101,,,38-21 9TH ST.
4004760001,4,476,1,6, ,E7,4,6,"407,140",12267,40TH AVE.,Queens ,11101,,,12267 40TH AVE.
4004880011,4,488,11,8, ,Y8,4,1,"64,000",15097,44 DRIVE,Queens ,11101,,,15097 44 DRIVE
4004900101,4,490,101,0, ,D1,2,24,"1,116,500",4,1 STREET,Queens ,11422,Y ,,4 1 STREET
4004900080,4,490,80,0, ,D3,2,1,"126,175",45009,27TH AVE.,Queens ,11102,,,45009 27TH AVE.
4005020041,4,502,41,2, ,D1,2,1,"76,129",45245,BROADWAY,Queens ,11106,,,45245 BROADWAY
